20190101				元旦三天假
20190102				易思
20190103				易思
20190104				易思
20190105				休息
20190106				休息

20190107				易思
20190108				易思
20190109				易思
20190110				易思
20190111				易思
20190112				休息
20190113				休息

20190114				易思
20190115				易思
20190116				易思
20190117				易思
20190118				易思
20190119				休息
20190120				休息

20190121				易思
20190122				易思
20190123				易思
20190124				易思
20190125				易思
20190126				休息
20190127				休息

20190128				易思
20190129				易思
20190130				易思
20190131				易思
20190201				易思 节前最后一天班
20190202				春节假，开车回长沙
20190203				春节假

20190204				春节假
20190205				春节假
20190206				春节假
20190207				春节假
20190208				春节假，开车回常德
20190209				春节假 + 法考备考
20190210				春节假 + 法考备考

20190211				春节请假 + 法考备考
20190212				春节请假 + 法考备考
20190213				春节请假 + 法考备考
20190214				春节请假 + 法考备考
20190215				春节请假，开车回长沙
20190216				春节请假 + 法考备考
20190217				春节请假 ，开车回深圳

20190218				节后开工 + 法考备考
20190219				法考备考
20190220				法考备考
20190221				法考备考
20190222				法考备考
20190223				法考备考
20190224				法考备考

20190225				法考备考
20190226				法考备考
20190227				法考备考
20190228				法考备考
20190301				法考备考
20190302				法考备考
20190303				法考备考

20190304				法考备考
20190305				法考备考
20190306				法考备考
20190307				法考备考
20190308				法考备考
20190309				法考备考
20190310				法考备考

20190311				法考备考
20190312				法考备考
20190313				法考备考
20190314				法考备考
20190315				法考备考
20190316				法考备考
20190317				法考备考

20190318				法考备考
20190319				法考备考
20190320				法考备考
20190321				法考备考
20190322				法考备考
20190323				法考备考
20190324				法考备考

20190325				民法
20190326				民法
20190327				民法
20190328				民法
20190329				民法
20190330				民法
20190331				民法

20190401				民法
20190402				民法
20190403				民法 + 刑法总则
20190404				刑法总则
20190405				刑法总则
20190406				刑法总则
20190407				刑法总则

20190408				刑法总则
20190409				刑法分则 + 刑诉
20190410				刑法分则 + 刑诉
20190411				刑法分则 + 刑诉
20190412				刑法分则 + 刑诉
20190413				刑诉
20190414				刑诉

20190415				刑法分则 + 刑诉 + 三国
20190416				刑法分则 + 刑诉 + 三国
20190417				刑诉 + 三国
20190418				刑诉 + 三国
20190419				刑诉 + 三国
20190420				刑诉 + 三国
20190421				三国

20190422				三国
20190423				三国
20190424				民诉
20190425				民诉
20190426				民诉
20190427				民诉
20190428				行政法

20190429				行政法
20190430				行政法
20190501				51四天假
20190502				51四天假
20190503				51四天假
20190504				51四天假
20190505				行政法

20190506				理论法
20190507				理论法
20190508				理论法
20190509				理论法
20190510				理论法
20190511				刷题
20190512				刷题

20190513				理论法
20190514				理论法
20190515				理论法
20190516				理论法
20190517				理论法
20190518				刷题
20190519				刷题

20190520				刷题
20190521				刷题
20190522				刷题
20190523				刷题 + 民诉法
20190524				刷题 + 民诉法
20190525				刷题
20190526				刷题

20190527				刷题 + 民诉法
20190528				刷题 + 民诉法
20190529				刷题 + 民诉法 + 离职日
20190530				巽寮湾两天
20190531				巽寮湾两天
20190601				休息
20190602				休息

20190603				新公司入职 + 刷题 + 民诉法
20190604				刷题 + 民诉法
20190605				刷题 + 民诉法
20190606				刷题 + 民诉法


